category,confidence,tier,team,original_text,star_rating,product_category
troubleshooting,0.6595,auto_route,Tech Support,Funciona muy bien aunque es duradera la que tengo tiene un problema que para que funcione tengo que quitarle la batería ,4,vacuum
troubleshooting,0.2968,escalate,Tech Support,"I have had this Dyson since 2020, so six years now . I love it . It’s my favorite tool to clean with, although mine does",4,vacuum
warranty_claim,0.5242,flagged,Warranty Ops,When it worked it was so very good. Comfortable to handle and great power. Requiem: battery died after 8 months.,2,vacuum
troubleshooting,0.6316,flagged,Tech Support,"Have it 2 1/2 years and I just got a dog that sheds
Its very obvious that it's not strong enough to suck up the dog hair",1,vacuum
troubleshooting,0.8209,auto_route,Tech Support,Works till it doesn’t. Brush head needs to be replaced but out of stock &don’t know when will be available. Have a probl,3,vacuum
troubleshooting,0.4558,escalate,Tech Support,"Its turns on and then shuts off, already passed return window, have cleayit thoughly but still same problem
Massively di",1,vacuum
troubleshooting,0.6315,flagged,Tech Support,The cheap plastic piece in the V-ball that holds in the tiny screw on the V-ball wheel broke in less than two years. (Ac,1,vacuum
troubleshooting,0.7178,auto_route,Tech Support,Great product but the port that the charging cable goes into has a pin in it and it came bent so when I mounted the wall,4,vacuum
product_question,0.4454,escalate,Sales,"I received this Ninja blender (Model BL660) as a birthday gift in July 2012, just a few months after it was released. Fo",5,blender
product_question,0.328,escalate,Sales,"Nice. Doesn’t have any options really as far as speed, ice crush, etc. but it works fine, looks nice.",4,blender
warranty_claim,0.453,escalate,Warranty Ops,I've had this blender for almost 10 years. I would give it 5 stars for the blending capability from icy drinks to soups.,3,blender
troubleshooting,0.5322,flagged,Tech Support,It stopped while working and I dont know how to repair it. I bought it cos of the durability but I was disappointed,3,blender
product_question,0.3409,escalate,Sales,I LOVE mine so I had to get my daughter-in-law one for their new home. We love making smoothies with this. It's loud but,5,blender
troubleshooting,0.6101,flagged,Tech Support,"With over five years of very occasional light use, the motor failed. Ninja offered 20% off a new complete unit purchased",3,blender
warranty_claim,0.38,escalate,Warranty Ops,What is happening to ninja products? Zero stars … I’ve had my blender since March 7. It’s burning out on me now and it’s,1,blender
return_request,0.3817,escalate,Returns,Works awesome with no issues,5,blender
product_question,0.3383,escalate,Sales,My all time favourite Ninja .I scared to buy online but Iam really happy.,5,blender
product_question,0.3274,escalate,Sales,Arrived on time ice crushing is great,5,blender
return_request,0.6689,auto_route,Returns,Amé hacer esta compra me ahorro muchas cosas tiempo,5,air_fryer
product_question,0.3482,escalate,Sales,"LOVE THIS AIRFRYER! It’s so easy to use, and all the different modes make it good for basically everything. It’s a littl",5,air_fryer
product_question,0.4767,escalate,Sales,"Great purchase - ease of use, cleans up quickly, and chicken was delicious (crunchy)",5,air_fryer
return_request,0.3682,escalate,Returns,Good quality and small size. Great for a small apartment or small family. Big enough to cook three hamburger patties or ,5,air_fryer
return_request,0.3603,escalate,Returns,My sister talked me into buying an air fryer with paper basket holders. I love it. I don’t give up my limited counter sp,5,air_fryer
product_question,0.3423,escalate,Sales,Love this air fryer. It’s easy to use and control. Clean up is super easy too. Looks nice on the counter and doesn’t tak,5,air_fryer
warranty_claim,0.5913,flagged,Warranty Ops,Died in two years. And I did not use it very often.,1,air_fryer
return_request,0.6261,flagged,Returns,"The air fryer emits a very strong chemical/burning plastic smell during use, and the odor was severe enough to set off m",1,air_fryer
warranty_claim,0.472,escalate,Warranty Ops,Lasted me 3.5 years before having issues. Loved it when it worked. Not safe at all to use now. It’s smoked up my entire ,2,air_fryer
product_question,0.6033,flagged,Sales,Este es el mejor producto q e comprado,5,air_fryer
warranty_claim,0.515,flagged,Warranty Ops,Quick and easy refund for non fixable defect,5,vacuum
warranty_claim,0.3783,escalate,Warranty Ops,"Reliable and worth the protection. Communication was awesome and I was taken care of, just purchased again with my new p",5,vacuum
troubleshooting,0.6124,flagged,Tech Support,"Very pleased with this service. Sent me a mailing label, we sent the machine in . They told me they couldn’t repair it i",5,vacuum
warranty_claim,0.2841,escalate,Warranty Ops,I am in the process of getting the robot set-up and mapped. It was relatively easy to set-up and appears to be sturdy. T,5,vacuum
return_request,0.3142,escalate,Returns,The Vacuum is great,5,vacuum
troubleshooting,0.4774,escalate,Tech Support,Get the Asurion plan. These are cheaper than big box stores. I received a prepaid shipping label and my particular situa,5,vacuum
warranty_claim,0.6159,flagged,Warranty Ops,Trying to cancel insurance for a vacuum that you were able to cancel because you did it within minutes of placing the or,1,vacuum
warranty_claim,0.4414,escalate,Warranty Ops,Resolved the claim within the timeframe and without any issues by refunding me the entire purchase price.,5,vacuum
troubleshooting,0.614,flagged,Tech Support,Worth it. Takes a little bit of work to depending on the issue but received Amazon credit for my very expensive robo and,5,vacuum
troubleshooting,0.5997,flagged,Tech Support,"My vacuum was no longer working, sent it to get it inspected, and it turns out it wasn't fixable. Asurion sent me a gift",5,vacuum
warranty_claim,0.553,flagged,Warranty Ops,0 This product has only one small 🦐 flaw that I can find. The oil collector pan is not easy to remove. Especially when i,4,blender
warranty_claim,0.6207,flagged,Warranty Ops,Quick and easy process. Invest in ASURION when buying any products on Amazon.,5,blender
return_request,0.5947,flagged,Returns,"A must have for any purchase, big or small, you're always safe in their hands! The only thing to note is you get reimbur",5,blender
return_request,0.4335,escalate,Returns,Impressed at how seamless the process was. Expected it to be strenuous.,5,blender
warranty_claim,0.5984,flagged,Warranty Ops,The process was alot easier than I thought. Its worth to have your items protected.,5,blender
warranty_claim,0.6149,flagged,Warranty Ops,"While the response was fast and hassle free, there were 2 UNwelcome surprises during this insurance coverage.
(I DON'T l",3,blender
return_request,0.7453,auto_route,Returns,It was very easy to return a product for reimbursement. Reimbursement was also very quickly.,5,blender
return_request,0.5252,flagged,Returns,don’t buy,1,blender
warranty_claim,0.663,auto_route,Warranty Ops,The claim process was very easy and quick. The Asurion agent was very easy to work with and he made the process seamless,5,blender
warranty_claim,0.7952,auto_route,Warranty Ops,I don't normally buy protection plans for my purchases and bought this for a countertop induction cooktop due to the low,5,blender
warranty_claim,0.5206,flagged,Warranty Ops,"I purchased this coverage to support an air fryer that I only got a couple of weeks ago. Since then, I've received email",3,air_fryer
warranty_claim,0.8062,auto_route,Warranty Ops,From start to finish the process took about 48 hours for a defective microwave claim. Filled out general info like model,5,air_fryer
return_request,0.4986,escalate,Returns,Very easy to return a Keurig coffee maker that broke outside the 30 day return window. Shortly after leaving the United ,5,air_fryer
warranty_claim,0.5704,flagged,Warranty Ops,Super Efficient and Fast to send the refund after shipping the defective item out. I cover all my electronic purchases b,5,air_fryer
warranty_claim,0.4498,escalate,Warranty Ops,It was a gift. Trusting in NINJA PRODUCTS.,4,air_fryer
warranty_claim,0.4964,escalate,Warranty Ops,I had an iron that suddenly stopped working. Asurion was easy to work with (once I got to chatting with a real person). ,5,air_fryer
troubleshooting,0.6682,auto_route,Tech Support,"Update, Ai can miss read ""Renewed"" as to mean ""New"" with Asurion will take to mean ""New"". So beware when purchasing a re",1,air_fryer
troubleshooting,0.4434,escalate,Tech Support,"After the first Asurion representative mishandled the call, I spoke again with another person who provided me excellent ",5,air_fryer
troubleshooting,0.3301,escalate,Tech Support,Save everything and check check check their follow through. They are very difficult to deal with. I had to resubmit ever,1,air_fryer
return_request,0.7777,auto_route,Returns,Claim submission was easy and they pay you back with a Amazon gift card in days.,5,air_fryer
